120.98 252.01 288.95 34.34 161.78 151.71 208.62 125.92
118.32 248.01 288.49 35.20 162.59 152.65 209.22 128.08
115.39 244.53 289.33 37.31 164.89 150.94 211.48 130.36
115.39 244.53 289.33 37.31 164.89 150.94 211.48 130.36
240.60 331.73 356.55 -25.34 265.35 241.01 286.64 238.52
115.79 263.49 278.95 58.05 149.68 134.42 182.56 81.45
107.96 265.98 263.43 90.58 132.31 22.53 171.39 130.94
118.51 268.75 269.51 85.45 140.39 38.58 168.51 136.30
107.73 268.11 265.43 94.54 137.25 22.56 165.10 135.35
115.71 256.29 271.20 60.33 147.06 130.74 177.97 77.86
105.77 260.60 267.28 58.09 139.45 122.69 179.56 100.87
111.58 273.22 285.24 44.30 152.92 142.27 202.65 120.13
74.54 293.78 243.74 84.02 102.06 127.91 150.69 145.15
94.92 281.73 272.64 74.50 133.02 92.10 174.89 134.83
92.65 279.48 270.09 74.98 130.77 89.75 172.47 132.58
176.40 311.34 337.46 -5.49 214.43 202.81 248.23 185.30
175.70 305.76 339.35 -2.59 213.29 200.86 250.29 179.80
121.36 266.31 272.98 61.78 151.72 128.23 178.78 83.15
95.45 265.49 85.84 103.28 111.61 138.58 141.73 139.02
96.52 275.26 90.64 105.37 112.93 142.43 144.81 142.20
100.51 275.76 91.92 103.91 116.23 145.20 147.18 144.92
100.51 275.76 91.92 103.91 116.23 145.20 147.18 144.92
101.90 274.88 89.39 104.43 115.86 144.58 141.14 144.79
69.10 174.05 36.35 65.28 70.37 90.88 99.73 89.20
68.23 172.06 34.05 65.26 69.05 89.61 98.65 87.85
68.47 172.69 34.58 65.81 69.41 90.00 98.93 88.23
103.27 192.05 154.13 116.46 98.42 111.35 -26.72 117.50
15.51 288.75 269.97 103.04 133.08 135.78 178.44 155.48
20.11 275.82 254.50 95.16 127.62 125.82 173.52 144.79
30.76 294.80 268.41 98.40 130.56 136.05 175.03 160.46
98.43 286.96 255.87 101.78 120.96 124.45 83.79 145.36
85.12 290.86 270.62 78.87 125.05 112.82 168.15 143.70
35.33 279.07 253.75 90.75 115.01 125.49 164.32 138.64
70.61 276.41 272.25 71.22 136.01 110.08 183.80 136.47
93.37 264.38 243.76 65.26 120.82 88.31 168.31 126.09
85.58 282.25 168.80 94.79 102.75 128.82 142.08 140.04
32.01 298.76 266.19 96.15 122.21 137.34 172.50 159.06
169.75 310.83 328.79 -1.22 212.74 201.89 249.91 179.54
106.33 274.77 265.37 89.25 138.76 46.29 169.10 133.33
169.74 310.18 336.34 -3.77 209.23 197.91 249.51 179.62
111.72 266.20 277.42 53.09 147.28 135.71 176.67 91.50
111.72 266.20 277.42 53.09 147.28 135.71 176.67 91.50
111.72 266.20 277.42 53.09 147.28 135.71 176.67 91.50
106.48 271.77 280.79 49.21 146.35 143.92 187.35 111.98
106.48 271.77 280.79 49.21 146.35 143.92 187.35 111.98
85.73 280.00 238.37 95.16 115.17 124.40 84.75 142.83
150.81 293.06 253.39 178.52 153.61 162.71 -39.25 182.57
165.33 290.03 259.54 180.52 159.19 156.96 -48.54 179.64
167.33 305.40 332.52 -3.39 205.64 194.21 245.11 174.37
42.32 294.39 257.26 88.12 114.55 134.52 164.04 148.48
75.69 280.11 242.74 86.50 87.75 121.36 143.69 138.06
162.12 289.47 252.05 183.10 154.45 159.50 -53.91 181.17
159.94 298.78 319.62 -0.15 196.88 193.31 232.78 174.32
132.78 298.72 250.93 159.36 142.72 153.16 -8.37 171.77
132.78 298.72 250.93 159.36 142.72 153.16 -8.37 171.77
129.07 295.21 247.43 158.59 137.33 148.65 -7.51 169.58
111.44 262.81 273.66 61.77 143.67 131.73 177.60 77.57
141.84 290.84 248.31 177.83 149.89 156.76 -32.56 181.53
80.22 299.90 256.65 109.01 125.56 133.38 99.74 159.47
80.22 299.90 256.65 109.01 125.56 133.38 99.74 159.47
261.25 346.90 379.54 -31.91 287.46 266.23 303.62 249.89
