-0.66 -0.30 -2.14 -0.20 -5.75 -0.03 -0.83 -1.00 -0.51 -0.68 -0.89 -0.50 -1.16 -1.57 -3.99 -0.42 -0.25 -0.28 -1.91 2.73 1.81 0.04 1.28 -0.40 2.77 -0.69 0.61 -0.25 -5.53 -21.52 -1.50 -1.65 -4.92 2.32 0.38 -2.04 -0.94 -19.69 1.65 0.00 0.91 -1.13 -0.17 -2.85 -446.15 0.13 -0.38 -4.99 -0.39 -6.42 -0.36 -2672.55 0.77
2.66 -0.75 -3.76 -0.38 2.08 -1.17 -1.53 0.05 1.47 -0.34 1.71 1.90 -3.08 0.11 0.66 -0.35 1.11 -3.47 2.12 1.81 2.09 -0.19 -2.40 -2.69 -0.51 -1.66 1.36 -3.13 -2325.26 0.44 2.47 1.91 -1.15 -0.34 -0.86 0.67 -8.10 0.08 -5.10 -0.20 -1.25 -0.51 0.15 -2.80 -0.65 0.73 0.84 -0.38 -0.65 1.29 -7.16 -3.67 1.00
-0.04 1.10 -0.30 -1.89 0.52 -3.10 0.91 -4.49 3.25 -0.26 -0.41 -1.62 -0.82 -2.16 -0.90 0.64 1.20 -0.58 -0.91 -4.87 -2.94 -0.98 -7.85 -2.21 -2.42 0.04 0.75 -2.43 -0.15 -2670.83 -1.26 2.76 -0.95 -4.44 1.20 -0.36 0.46 -38.15 -2.73 -1.46 0.58 0.42 -0.52 -2.47 -33.54 -3.07 -1.76 0.94 0.33 4.20 -2.17 -56.10 0.88
-1.03 0.95 0.69 0.27 -1.42 -3.17 -1.86 -2.57 -0.64 3.44 -1.32 -3.00 2.98 0.41 -0.93 -0.97 1.46 -18.61 -1724.33 -26.63 -15.45 -14.04 -29.50 -38.64 -24.25 -14.93 1.24 -4.09 1.91 1.08 1.14 -3.19 -0.98 -2.57 -0.19 -1.18 -1.05 0.45 -5.22 -0.10 0.11 -0.76 -1.79 -0.80 -0.82 -1.79 2.13 1.17 -2.76 -1.44 -0.10 -0.44 -4.12
1.80 1.20 -4.17 -0.28 -2.46 -3.02 -1.69 -1.88 -4.08 -1.59 -1.93 1.04 -4.43 0.46 -2.82 -0.48 0.38 0.05 0.61 -1.12 2.40 -0.16 -3.43 -2.73 -1.74 -0.89 -2.48 0.46 -0.32 -0.25 -2661.76 -1.62 -3.35 -3.27 2.43 -2.14 -3.88 0.17 -10.53 1.13 7.30 1.78 -1.03 -0.82 2.25 -5.22 0.29 4.08 -2.71 4.80 -0.70 -0.42 -2.18
-15.64 -13.17 -13.32 -26.84 -34.87 -21.79 -33.21 -25.14 -33.36 -13.05 -8.04 -23.66 -30.34 -17.17 -27.30 -17.97 1.25 -1.58 -1.22 -3.47 1.10 2.10 -0.58 2.43 0.11 -6.39 -3.40 -1.19 -1.86 -1.09 -1.95 -2126.27 0.76 0.29 0.63 0.59 0.89 0.49 -3.17 -2.05 -1.74 -1.43 -1.41 -0.98 -0.61 -0.63 -2.04 -0.83 -3.40 -0.84 0.24 -1.94 -0.75
-0.62 -0.34 -3.86 -2.50 2.93 -1.00 0.01 0.32 -1.10 1.31 -4.46 -1.62 2.27 -0.96 -1.00 -0.99 -0.67 -1.06 -2.04 -2.47 1.35 0.03 -1.59 -0.04 -0.55 -0.75 -6.46 -2.65 0.56 -2.64 -2.10 -1.69 -1372.12 -3.06 -3.19 -2.97 -0.46 -1.87 -1.07 -0.84 -0.43 -3.01 0.85 -3.08 -3.28 -2.31 0.83 -4.23 -4.26 2.95 -2.40 -1.91 -6.46
-1.03 0.15 -2.29 -2.26 -4.16 -3.37 -1.21 2.90 -0.10 2.25 -0.61 0.71 -2.91 0.75 -4.60 -1.76 1.23 -4.62 1.24 -1.59 -0.61 -5.80 -1.47 -2.41 -6.73 -1.33 -1.30 2.14 -2.12 -3.88 -0.10 -0.41 -0.66 -1200.28 1.67 -4.43 1.68 2.62 -2.44 4.34 -2.39 -1.79 -5.98 0.74 -3.30 1.08 1.14 0.25 -1.29 -0.38 -1.28 0.56 -2.19
-0.99 -0.10 1.52 -3.32 4.01 -2.38 -2.01 2.17 0.09 -0.92 -2.11 1.63 -2.67 -1.15 -3.05 -2.12 0.10 -3.41 1.97 1.06 -0.19 0.03 -0.68 0.66 -1.07 -0.90 -11.88 2.27 1.06 0.31 1.40 -0.45 -3.35 -1.31 -2166.58 -0.74 1.50 -0.29 -0.82 3.05 -1.43 -7.02 -3.05 0.52 -2.26 -1.54 2.55 2.66 1.17 -3.28 -3.11 0.11 -2.52
-1.89 2.67 -2.03 0.02 -1.97 0.95 0.76 -1.57 0.47 -0.27 -0.28 0.16 1.29 -0.64 2.08 -0.93 1.18 1.83 -1.39 -0.64 -0.64 -2.47 1.28 -0.95 -4.72 0.33 -1.54 -0.43 1.05 -2.02 -0.24 3.34 -2.42 -1.32 -0.58 -1308.26 -2.29 -3.96 -3.36 0.89 3.02 -0.61 1.16 2.19 -2.91 -2.07 1.83 -1.83 1.17 -1.76 -1.63 2.48 -3.35
-1.55 0.31 -1.33 -2.70 -0.59 -1.24 0.26 -0.62 -1.28 -1.51 0.68 -0.07 -2.59 2.01 0.74 1.16 2.20 -0.40 5.27 1.68 -1.41 -0.25 -2.32 -0.46 -0.02 -0.17 -0.69 -1.74 -8.36 -3.85 -1.24 -2.55 -1.06 1.35 1.13 -0.94 -2823.75 1.93 0.44 -1.84 -0.07 -0.17 -0.40 -3.05 -0.93 -2.01 -2.02 -0.50 -1.01 0.11 -5.49 0.02 0.92
-2.02 -1.59 -7.98 -1.81 -1.96 -2.20 -1.18 -3.25 -0.99 1.15 -3.84 0.76 -2.71 -1.07 0.12 2.33 1.50 2.16 -0.43 0.28 2.41 -1.28 -0.23 2.03 -0.17 -0.11 -0.28 -3.35 -1.61 -94.21 0.39 1.01 -0.32 -0.08 0.10 -1.03 0.28 -2816.98 -3.29 -0.01 -0.30 0.10 -1.67 0.66 -18.48 -0.29 -0.60 -0.98 -1.65 -3.28 -2.64 -47.02 1.31
-2.91 1.79 1.75 -0.43 0.38 -1.89 -2.04 0.76 -0.03 -1.93 -5.04 -3.52 -2.70 1.17 -2.04 -1.55 -1.09 -0.74 -3.58 0.13 -2.13 1.44 5.19 -2.52 -0.91 -1.92 -3.12 2.22 0.36 -2.70 -13.11 -5.38 -2.38 -1.07 1.24 -2.21 1.82 -2.84 -2935.66 -1.19 1.58 0.51 1.16 -1.94 2.00 -27.25 1.16 0.66 -0.72 -3.53 -3.46 -1.66 -6.55
-2.62 -1.14 -1.83 -0.28 -0.71 -1.51 -0.16 -1.46 -1.37 -0.24 0.50 0.05 -0.93 0.85 -1.12 2.13 -3.72 -17.53 -16.96 -1641.07 -26.06 -19.05 -20.65 -28.27 -19.02 -18.00 -3.99 -0.33 -1.30 -1.43 0.25 1.89 1.09 -3.98 -0.63 -1.51 0.26 -2.17 -0.99 -3.64 -0.93 1.59 -1.14 -2.58 -1.32 -3.25 -0.37 0.59 -1.19 2.57 -4.76 -1.54 1.85
-1.64 -0.23 -1.00 -1.74 0.47 1.31 0.06 -1.32 -2.68 2.11 1.22 -4.35 -1.73 -0.56 -3.39 -0.38 0.39 -181.86 -7.77 -25.14 -1621.32 -90.79 -11.21 -14.51 -98.46 -14.58 -1.43 0.74 1.65 -2.36 -1.96 -1.97 0.70 -4.05 -0.15 0.88 -1.03 -2.14 -3.01 -2.49 -4.11 -0.21 0.35 -0.26 -2.01 1.61 -2.58 -1.98 0.49 -2.17 3.01 0.92 -1.52
-0.74 -0.35 -2.62 -1.65 -0.17 -1.84 0.44 0.41 -4.30 0.53 -2.71 -1.79 -1.97 -0.06 -4.41 -0.81 -0.56 -75.19 -16.62 -22.18 -86.09 -1594.59 -12.99 -8.07 -337.48 -4.44 -8.11 -2.04 -3.45 -2.31 -2.42 0.67 -2.73 -5.47 2.43 -2.31 -0.93 -3.44 1.12 0.09 -4.35 -4.42 -1.77 -0.14 0.10 1.31 -0.01 2.99 0.42 -0.64 -2.38 0.27 0.86
-0.89 -0.06 1.44 3.98 -1.01 3.66 3.18 2.04 4.54 -0.87 -3.78 -1.42 -1.50 -3.39 1.15 -1.48 -3.34 -12.04 -22.42 -20.76 -11.65 -20.06 -1612.96 -162.05 -14.96 -235.36 3.18 -2.12 -2.53 -3.33 1.47 -1.02 -1.55 -4.13 0.06 -1.01 -0.39 1.29 1.32 -1.38 -4.92 1.29 0.74 3.78 -0.90 -0.90 -6.87 -3.80 0.38 -2.45 -1.35 0.52 -1.62
2.13 -1.44 0.78 -2.53 -2.05 0.16 -0.35 -1.19 0.76 -2.18 0.68 -0.24 0.93 -0.09 2.64 -0.54 -1.72 -21.06 -24.36 -10.72 -11.47 -12.57 -58.96 -1488.34 -7.67 -47.55 -1.29 0.32 -2.13 -1.15 1.89 1.66 -1.54 -0.78 1.55 -0.74 0.99 0.40 1.64 -1.00 0.80 0.46 0.05 1.54 5.41 -1.21 -1.96 0.35 -2.19 0.06 4.09 -0.11 -1.62
-0.15 -2.38 -0.70 -2.72 -1.75 -1.45 -0.61 -1.41 2.17 -1.38 -1.79 1.84 -0.47 -4.22 1.06 2.60 -0.08 -81.52 -18.51 -32.60 -94.66 -399.41 -13.25 -22.06 -1627.32 -20.21 -3.07 0.01 -1.25 -0.64 -0.64 -2.23 -0.97 -7.87 -2.99 -0.41 0.03 -2.78 -0.31 -0.95 0.38 -0.32 1.73 1.39 -0.42 -1.78 0.07 -2.12 -2.50 0.02 -0.25 3.20 2.26
-2.24 0.87 -1.64 -1.74 -2.62 -0.25 -1.48 0.46 0.88 -2.24 1.22 -3.83 -2.57 -0.70 1.08 -0.35 -0.87 -15.64 -26.81 -19.37 -13.85 -7.31 -240.16 -131.98 -10.72 -1663.55 -1.36 -0.86 -1.19 -0.95 -3.36 -1.04 0.23 -4.89 0.58 -2.30 0.08 1.12 0.33 -2.31 0.44 -0.25 -1.60 0.87 0.95 1.32 -0.39 -0.61 -2.34 -2.01 0.84 1.74 -2.38
-2068.42 -39.43 -57.90 -102.39 -154.03 -118.43 -117.67 -177.68 -261.31 -34.61 -26.37 -252.95 -261.73 -36.69 -112.55 -33.88 0.18 -0.56 -0.37 -0.61 -0.49 -4.09 -5.31 1.07 4.99 -1.00 -2.19 -0.90 -1.23 -2.08 0.35 -6.66 -0.60 0.25 -0.09 -0.24 -0.31 -1.14 0.99 2.03 0.20 -4.43 -1.52 -3.31 -0.06 0.38 -0.32 -0.32 0.16 2.25 2.33 -3.68 -0.25
-22.63 -1731.03 -23.14 -40.83 -45.60 -199.08 -410.90 -48.96 -35.95 -132.26 -108.69 -41.04 -28.28 -409.87 -12.42 -20.58 -0.94 -3.33 -0.11 -4.96 -0.76 -0.72 -2.46 0.38 -5.83 0.30 0.19 3.67 1.63 -1.30 -0.29 -5.71 -1.90 -0.06 -0.94 -2.43 -3.96 -3.37 -0.23 0.45 2.83 2.36 -2.41 0.17 -0.59 0.99 -1.60 0.06 0.29 -2.94 -3.35 -4.09 1.79
-68.65 -45.22 -2044.29 -163.94 -397.96 -134.90 -90.15 -382.86 -129.57 -27.53 -81.76 -68.89 -92.22 -51.02 -133.36 -85.75 -0.53 -0.68 -1.50 -0.84 0.50 -1.22 0.67 0.83 -2.65 -0.29 -1.70 -4.57 -0.67 0.04 -6.99 -6.28 1.01 -1.72 1.37 -0.33 0.34 -4.90 4.04 -1.74 -1.66 -3.55 -1.76 -0.16 -1.15 -2.02 3.20 -4.14 -3.32 -2.21 -2.43 -2.98 0.48
-33.74 -29.56 -119.51 -1937.37 -256.07 -110.49 -131.76 -229.63 -63.62 -26.05 -62.07 -45.56 -135.93 -42.04 -289.10 -137.64 -0.15 1.33 -1.05 -2.09 0.94 -0.90 -2.15 -0.42 -0.41 -2.81 0.76 2.03 1.10 -2.53 -1.83 -11.43 -2.65 -3.94 -2.19 -0.21 -2.12 -0.38 -2.70 -0.28 -2.80 -2.19 -0.63 -1.20 -1.11 3.01 1.68 -1.73 -0.19 0.50 0.32 -1.11 -1.46
-46.41 -28.36 -260.14 -188.20 -1711.01 -128.75 -141.52 -960.96 -55.69 -15.02 -61.05 -31.60 -47.23 -44.70 -103.34 -101.21 -0.32 -0.97 0.20 -1.80 -1.48 0.78 -0.44 -0.76 -1.02 0.36 0.41 -0.21 -0.20 0.84 1.30 -5.12 -5.28 -0.48 0.59 -0.15 -0.78 -0.48 -2.65 -0.81 1.68 -1.78 -0.94 -1.11 1.00 -3.53 1.04 -0.47 -0.24 0.34 -0.22 -2.53 -1.49
-26.41 -84.41 -54.07 -49.48 -88.35 -1831.56 -224.44 -89.74 -28.55 -259.99 -620.81 -23.64 -22.60 -206.35 -57.37 -20.66 -2.66 1.30 -2.13 -0.20 -1.46 2.30 -1.95 -2.01 -6.22 0.75 -1.19 -2.96 -1.71 0.15 1.85 -2.17 -4.30 -4.70 -2.59 -3.11 -2.57 -1.27 -2.30 -0.61 0.28 0.35 -0.46 -0.65 0.62 0.16 1.08 -6.56 0.42 -1.01 -1.53 2.15 -3.57
-21.50 -293.57 -24.18 -69.78 -97.66 -237.08 -1916.13 -63.61 -32.49 -106.33 -134.93 -13.77 -26.45 -999.80 -29.40 -19.54 -4.85 -3.08 -0.92 -2.09 1.14 -1.40 0.78 1.10 -1.53 -0.65 0.72 -1.79 0.46 0.25 0.47 -0.97 0.04 3.06 -1.00 -1.45 -1.20 -4.35 0.10 -1.99 -0.66 -0.55 -2.80 -1.96 0.12 -2.18 -3.66 -0.35 -1.82 1.88 -1.30 -0.58 -0.57
-46.56 -41.85 -231.09 -156.08 -980.19 -101.32 -76.28 -1800.25 -26.42 -27.49 -40.91 -51.72 -52.61 -48.09 -77.85 -74.05 -0.69 -1.16 -0.47 -1.89 -0.56 -0.87 -0.03 -0.02 0.34 -1.79 -2.65 1.16 0.17 3.37 -0.05 -9.45 -0.71 -2.72 2.57 -2.31 -1.55 -2.37 2.40 -0.26 -1.80 -1.53 1.50 -0.90 -0.18 -0.94 -0.97 -3.68 2.69 1.14 -2.14 -0.56 -2.89
-305.61 -49.81 -143.26 -114.81 -163.55 -100.41 -90.67 -140.53 -1938.13 -33.91 -39.77 -578.39 -326.66 -33.13 -89.57 -58.79 -3.56 -4.49 -0.20 -0.12 0.80 -5.18 1.63 -2.15 0.68 -1.01 -0.67 -1.52 -2.15 -0.44 -1.24 -23.45 -0.31 -1.41 -0.22 1.39 -0.95 1.14 -0.44 0.98 -1.68 -0.27 -2.37 -0.50 -0.31 -1.90 -1.68 -0.96 -1.25 0.03 -1.98 -1.07 1.08
-25.04 -114.35 -22.80 -53.27 -32.15 -453.08 -201.75 -35.65 -20.65 -2101.84 -323.96 -27.02 -22.25 -173.51 -16.35 -11.99 1.90 -0.47 0.74 -1.37 -0.71 -0.43 -0.04 -2.02 -2.79 -1.23 -0.75 -0.39 -1.37 1.15 1.58 -7.87 0.18 -1.17 -2.31 0.41 -2.23 -6.48 0.52 -1.26 -1.42 -3.14 0.22 -5.72 1.34 -0.78 -0.77 -2.85 -3.24 0.36 2.32 -0.66 -0.53
-29.58 -91.42 -82.14 -49.53 -88.65 -742.82 -199.71 -79.81 -34.63 -324.59 -2044.25 -31.69 -23.56 -198.60 -55.72 -16.90 1.22 -1.88 -0.31 -1.01 -3.95 -2.00 -1.86 -0.73 0.73 -1.37 -1.36 -0.95 3.48 -1.57 -1.00 -8.92 -4.20 -0.01 -5.58 -1.98 -3.14 -5.15 -0.52 1.15 0.93 -3.18 -1.16 -1.15 -3.13 -0.74 -2.09 -1.64 0.81 -0.49 -3.22 0.80 -2.71
-286.43 -38.55 -115.57 -80.01 -157.63 -63.17 -75.12 -150.45 -626.37 -30.77 -28.44 -1978.16 -230.98 -24.64 -82.18 -45.36 1.12 3.91 0.53 -3.34 -1.25 -2.60 -0.65 -1.10 -0.73 -4.74 -0.76 0.41 -1.39 -0.11 3.25 -4.98 -1.74 -0.80 1.18 1.28 -2.33 -0.97 1.25 0.09 1.47 0.02 1.42 -2.60 -0.62 -1.18 -0.53 -1.17 -1.00 0.25 -1.14 0.33 2.71
-257.88 -52.16 -105.98 -179.53 -136.86 -88.81 -97.33 -174.36 -289.28 -29.98 -18.25 -217.34 -2013.95 -39.40 -118.95 -37.48 -0.33 -0.21 -0.96 -0.52 -2.15 -0.19 -3.76 -1.17 -1.52 -0.02 -1.04 -2.22 -2.01 -0.87 -1.13 -7.90 -0.21 -2.20 -1.67 0.99 -0.28 -1.35 -2.67 -0.92 -2.99 1.24 -0.33 -1.96 -1.23 0.63 -2.78 -7.57 -0.89 -2.82 0.85 -3.72 -0.44
-23.35 -320.32 -32.55 -42.97 -51.66 -241.37 -788.87 -74.97 -21.13 -113.28 -126.56 -27.84 -29.16 -1877.31 -25.52 -17.28 -0.14 -3.08 0.24 2.47 -1.61 -0.79 -1.14 -1.08 -4.10 -1.50 -0.50 1.97 0.93 -0.69 -3.12 -5.04 -1.31 -0.70 -2.33 -0.42 3.70 -0.51 -0.85 -1.23 -1.48 -2.52 -1.18 -0.79 -1.94 -1.12 -1.21 -1.19 -3.54 -2.53 -2.60 -0.44 -1.04
-61.36 -2.63 -112.59 -366.73 -170.16 -92.81 -94.49 -161.88 -46.82 -14.67 -40.27 -37.45 -70.84 -22.14 -2057.87 -144.19 -1.65 -0.49 -2.22 1.53 5.13 -0.66 0.57 2.75 -1.42 0.26 -2.12 -0.99 2.50 -0.75 -2.15 -11.33 -1.73 -5.59 0.06 1.12 -0.18 1.80 -0.16 1.50 -0.29 -0.53 -0.51 -1.89 -1.70 0.60 2.82 -1.11 -2.09 -4.26 0.98 -4.55 -1.37
-31.23 -35.21 -85.40 -237.87 -210.53 -77.62 -100.07 -191.21 -57.81 -18.50 -32.90 -43.89 -47.47 -34.27 -181.13 -1955.89 6.43 -1.43 0.57 1.77 0.72 -2.02 0.56 -0.68 2.06 -3.80 0.22 3.04 -2.11 1.01 0.04 0.40 -0.89 -3.03 1.90 -2.42 3.26 3.86 -2.54 -0.36 -1.53 -3.81 -0.60 -1.42 1.69 -2.20 0.02 0.65 -1.13 -2.23 -1.97 -2.64 -1.90
-0.64 0.07 -2.97 -0.92 1.83 -2.77 0.16 2.52 -0.81 0.06 -0.08 0.01 0.33 0.23 -2.23 4.93 -1136.27 -2.03 -1.57 -0.53 0.50 -1.73 -0.87 -0.98 -0.23 1.69 -0.66 -2.38 -3.86 2.32 0.73 -1.48 -1.69 -0.04 0.82 -0.30 -0.02 -0.35 -4.15 3.26 -1.20 -2.20 -1.36 -0.20 1.41 -0.97 1.71 -1.83 -1.14 4.81 -0.26 -0.93 -1.22
-3.62 -3.79 -2.84 -0.84 -0.24 -3.63 3.42 -1.90 -1.57 -1.26 -1.43 0.26 7.83 -1.24 0.14 5.37 1.60 -1458.97 -15.30 -19.26 -329.50 -77.96 -20.05 -18.25 -79.19 -16.98 0.01 -1.44 -0.63 -0.05 -0.14 0.03 -0.05 -3.43 -1.39 2.41 0.11 -2.04 -1.04 -2.06 0.01 -2.55 -0.29 -1.82 -1.06 -0.66 -1.90 -3.11 -0.85 -3.43 0.57 -2.88 -4.20
0.05 -1.93 -2.10 -2.08 -2.55 -2.33 -1.85 -1.86 -1.64 -2.08 0.45 -1.03 -1.39 -2.59 -2.70 -1.75 -1.54 -4.89 1.09 -0.07 0.06 -0.19 -1.18 -0.60 -1.71 -2.63 -1678.95 -3.41 -0.66 -0.41 -1.41 -2.07 -5.25 -0.76 -10.90 0.12 -0.72 0.81 -0.46 -0.11 -3.56 -2.15 -0.19 4.02 -2.15 -0.64 -0.08 -0.67 -0.38 0.99 0.44 -0.07 -0.53
-1.51 0.27 -1.05 0.10 0.17 1.05 3.28 -0.82 -2.17 -0.69 2.08 -3.57 -1.12 -0.91 -2.63 2.59 0.16 2.15 -0.83 2.51 -0.33 -1.68 -0.23 2.00 0.49 2.05 -5.09 -902.28 3.67 1.18 -1.71 -3.12 -2.84 0.36 -0.57 -2.79 0.97 -0.10 -1.79 -0.99 -0.84 -1.11 1.97 -3.31 -0.99 0.46 0.50 -0.64 -2.31 -0.68 1.50 0.66 1.61
0.60 1.70 -6.49 -2.71 0.77 1.12 -1.32 -1.20 2.30 -2.36 -1.48 -0.59 1.44 -5.46 1.11 -1.48 0.45 0.53 -0.55 -2.68 0.95 -1.72 -1.54 1.23 -1.03 0.86 -0.18 -1.31 0.19 -0.97 -4.80 3.45 0.23 -0.45 -5.37 -3.72 -1.10 -1.14 -32.57 -2.09 -0.80 0.57 -0.41 -1.35 -2.19 -558.40 1.45 -1.83 -1.19 -4.07 0.02 -2.21 -74.83
-0.22 -0.93 -2.13 0.19 -1.25 2.35 -2.67 -1.37 -0.12 -0.92 -1.19 0.30 -1.76 -5.68 -2.99 0.28 1.27 0.78 -3.81 -1.68 -1.92 0.50 1.71 -1.43 -3.29 -1.50 -0.60 -0.04 0.87 -34.93 -0.26 -1.72 0.60 -1.07 -2.15 -3.47 -0.79 -15.51 1.38 -1.97 -3.85 -1.54 -1.31 -1.40 -2759.32 -3.74 2.27 1.06 -3.35 -1.71 -1.35 -583.25 -1.98
0.17 0.58 -0.77 2.04 1.06 0.51 -3.17 0.64 -0.80 -1.28 -1.76 -2.24 -2.43 -4.31 -1.00 0.61 1.74 -1.55 -0.52 -0.78 0.91 -2.10 -0.07 0.04 -1.99 0.09 -3.33 0.76 -3.15 -2.99 2.33 -0.92 -5.23 -2.60 0.42 1.27 -3.74 0.82 -0.80 -3.01 -3.85 1.31 0.98 -2447.51 -3.14 1.15 -0.34 -2.99 -2.15 -1.70 -67.09 -1.50 0.00
