349.80 -84.78 206.39 261.34 356.48 306.66 316.53
536.64 -75.48 133.82 224.55 262.52 229.22 297.72
-365.23 214.07 522.14 546.99 693.48 578.97 524.09
-360.30 208.56 522.52 545.35 693.24 578.43 527.24
-359.60 217.74 525.93 540.73 681.95 575.60 520.34
-368.03 216.62 519.71 549.30 698.16 592.53 532.20
479.18 -125.30 174.69 268.57 323.43 273.23 343.73
501.59 -108.28 162.18 233.20 298.12 256.07 307.31
479.42 -112.39 171.56 256.21 322.24 265.33 339.53
802.82 288.94 13.93 38.66 24.25 30.59 120.19
802.82 288.94 13.93 38.66 24.25 30.59 120.19
802.82 288.94 13.93 38.66 24.25 30.59 120.19
802.82 288.94 13.93 38.66 24.25 30.59 120.19
791.16 286.43 19.37 39.56 19.64 39.46 123.32
803.63 289.02 10.51 36.21 21.97 32.06 118.04
803.63 289.02 10.51 36.21 21.97 32.06 118.04
803.76 288.42 11.52 35.63 19.95 32.20 118.96
803.76 288.42 11.52 35.63 19.95 32.20 118.96
803.76 288.42 11.52 35.63 19.95 32.20 118.96
803.76 288.42 11.52 35.63 19.95 32.20 118.96
807.78 291.31 11.82 36.17 19.02 32.61 124.30
804.00 289.42 9.60 37.40 21.85 33.06 117.23
804.00 289.42 9.60 37.40 21.85 33.06 117.23
801.57 273.55 -56.75 64.59 90.32 48.94 207.58
797.76 275.13 -54.45 61.01 87.11 48.69 204.98
806.81 336.74 121.12 140.02 170.01 -97.69 250.39
776.09 329.23 128.15 154.32 170.74 -83.77 262.62
731.43 175.88 -27.53 105.81 148.82 100.01 225.66
808.57 289.06 14.74 35.86 13.88 31.68 130.51
807.84 287.88 12.32 -26.95 57.83 30.11 178.84
740.25 198.65 -32.25 91.56 123.02 86.83 212.12
793.09 282.60 16.17 47.38 65.27 -26.46 184.93
817.18 294.13 26.16 50.73 -3.67 39.29 134.51
786.76 280.36 10.85 16.74 59.53 22.88 177.81
736.29 201.06 -22.04 89.66 131.67 70.67 216.21
721.39 230.55 -14.85 85.12 102.92 66.87 203.70
786.31 256.79 -26.63 29.77 64.67 43.29 182.76
791.76 278.59 3.80 24.17 58.56 9.89 175.83
784.44 281.56 11.46 19.90 65.16 22.49 180.42
776.34 279.87 55.07 79.67 111.57 -57.39 217.24
807.97 301.54 83.94 96.07 -72.84 95.05 174.59
812.64 326.45 75.14 104.66 118.67 -70.41 225.21
821.77 305.40 72.38 85.74 -77.86 81.63 172.41
826.08 295.93 64.28 91.02 -60.81 74.13 173.90
830.76 302.91 69.84 90.73 -68.38 73.84 175.46
807.63 320.08 116.63 116.07 -94.94 110.46 197.09
824.50 308.29 69.73 82.24 -69.40 75.71 174.18
721.11 252.69 -75.03 98.60 153.33 87.26 206.08
780.28 276.28 34.61 -35.68 91.10 63.95 193.84
774.71 277.06 35.93 -34.44 91.48 65.09 194.97
780.05 277.33 33.81 -36.65 91.34 63.95 194.21
758.82 271.21 57.15 -75.62 107.96 76.09 206.85
760.69 263.81 60.04 -75.51 108.46 76.30 204.91
760.80 269.37 62.10 -77.49 107.77 76.74 204.36
580.97 221.41 -39.36 32.63 76.07 39.48 133.66
580.59 226.47 -45.06 40.00 73.54 45.52 129.72
747.61 254.36 -18.20 48.55 96.20 56.25 195.93
747.61 254.36 -18.20 48.55 96.20 56.25 195.93
781.54 275.14 11.62 30.35 65.62 30.37 172.75
802.88 290.27 15.63 -26.44 56.38 30.67 176.13
690.66 244.95 16.65 -26.17 53.30 34.04 153.76
783.98 266.33 -55.49 74.26 107.17 52.73 210.73
786.07 267.67 -53.70 72.78 103.02 48.61 205.84
778.81 267.21 -54.03 76.42 107.18 56.57 209.04
796.69 286.26 -59.09 76.18 103.43 44.32 210.51
806.21 283.60 -57.20 64.32 83.09 44.73 200.86
805.08 282.23 -58.01 63.21 82.63 44.03 198.37
829.10 314.40 91.33 105.19 -89.15 88.72 185.00
798.65 284.22 29.01 59.58 82.95 -39.88 194.17
702.11 199.62 -26.25 100.15 141.95 103.78 205.51
790.32 281.62 44.22 62.43 85.29 -44.25 198.51
793.57 284.74 37.85 60.94 89.71 -54.26 200.49
500.83 205.01 27.94 38.07 94.03 -13.17 133.67
538.75 212.67 29.89 35.33 74.93 -42.31 119.85
542.47 219.58 33.50 39.31 83.11 -42.45 128.59
530.35 219.27 36.03 43.14 82.51 -35.35 131.54
542.81 215.37 33.77 42.70 86.22 -43.83 125.72
537.74 217.82 32.64 37.81 76.43 -36.36 122.55
815.50 293.35 5.67 29.66 12.39 28.63 135.13
815.50 293.35 5.67 29.66 12.39 28.63 135.13
796.96 272.58 3.35 44.84 28.98 49.18 138.35
796.96 272.58 3.35 44.84 28.98 49.18 138.35
796.96 272.58 3.35 44.84 28.98 49.18 138.35
449.60 114.17 -20.82 38.87 54.58 44.32 110.40
783.33 278.29 -53.52 69.84 96.17 57.71 208.33
833.10 308.62 65.87 92.01 -71.31 68.10 176.69
772.48 312.09 125.12 144.51 179.18 -82.72 250.79
771.05 275.51 57.54 83.39 115.11 -54.47 219.39
774.95 278.95 58.39 74.79 112.61 -55.24 218.34
760.43 277.41 62.02 84.39 120.65 -51.03 219.90
785.03 309.39 114.55 124.45 -83.62 114.60 203.96
807.39 316.07 110.09 109.76 -96.01 102.91 193.95
808.65 310.44 126.88 128.10 -93.02 129.98 204.50
821.93 305.40 59.13 83.17 -71.88 76.65 177.04
734.11 253.76 64.87 -70.91 138.05 84.40 210.56
820.88 324.48 107.23 115.07 -96.99 102.16 198.11
774.52 278.20 55.59 -70.28 97.18 66.58 203.98
789.44 294.57 15.37 -14.03 59.82 31.06 178.14
772.03 276.81 -71.99 98.49 131.28 72.19 221.51
766.02 276.54 51.71 -63.62 99.99 73.72 205.71
795.69 276.74 20.17 -34.61 86.14 55.10 191.83
759.93 275.44 63.60 -68.32 107.14 68.48 206.87
765.09 273.09 54.15 -62.92 103.27 72.17 212.11
764.79 265.83 56.22 -71.66 103.45 72.49 200.56
830.78 317.83 90.37 101.78 -91.91 86.56 184.48
820.47 285.65 -3.76 23.84 25.93 25.94 146.82
829.60 312.19 92.50 100.49 -85.32 89.03 183.60
801.93 281.86 25.75 59.74 -13.87 49.01 125.77
801.93 281.86 25.75 59.74 -13.87 49.01 125.77
801.93 281.86 25.75 59.74 -13.87 49.01 125.77
807.10 297.68 65.24 92.02 -55.28 77.31 180.13
807.02 304.40 87.44 113.41 -68.37 90.83 191.39
809.47 297.86 34.16 62.17 -13.73 51.99 139.28
773.04 265.51 -40.01 60.83 106.33 64.27 223.65
832.42 311.10 67.82 89.34 -75.07 72.92 174.83
819.29 307.75 69.04 105.54 -61.36 70.92 186.51
804.50 285.41 13.99 -24.87 56.36 30.70 177.97
800.74 284.94 19.11 -39.04 57.60 40.88 178.18
800.74 284.94 19.11 -39.04 57.60 40.88 178.18
768.60 272.12 47.03 -46.64 75.92 55.09 199.75
804.32 308.05 97.55 114.63 -78.91 100.95 188.59
808.25 312.33 72.24 88.85 115.18 -61.25 216.60
808.95 330.71 113.92 131.63 146.53 -92.72 241.53
803.06 317.96 82.26 102.53 120.84 -73.40 230.59
764.90 210.14 -40.68 76.74 103.79 74.54 202.48
527.33 210.04 11.12 15.95 28.94 21.12 63.37
749.96 261.67 53.25 -53.43 91.17 69.37 202.74
735.04 266.69 92.15 -71.52 136.78 86.80 201.74
784.52 282.51 -52.50 71.82 101.56 45.90 211.21
779.79 280.49 -72.44 93.27 129.37 71.81 216.74
779.10 296.96 89.72 106.55 -68.28 95.10 186.71
757.99 273.41 54.97 86.34 115.80 -12.50 216.37
582.63 260.32 96.47 84.07 -71.56 90.15 143.02
720.71 211.62 -40.10 107.43 140.21 101.36 202.15
798.55 276.27 11.68 38.85 69.39 -32.18 179.15
811.98 301.81 31.98 61.64 -10.01 51.39 135.87
811.98 301.81 31.98 61.64 -10.01 51.39 135.87
811.98 301.81 31.98 61.64 -10.01 51.39 135.87
759.10 271.70 50.83 -39.48 83.59 50.96 204.08
759.10 271.70 50.83 -39.48 83.59 50.96 204.08
826.20 306.92 67.32 78.64 -61.65 79.51 174.04
656.14 219.90 76.73 -70.06 130.64 85.77 179.26
727.02 266.08 -78.70 123.19 177.94 101.58 215.86
760.25 269.26 -81.14 108.47 150.25 89.51 219.98
806.92 307.78 113.16 131.47 -78.75 121.90 197.89
779.56 305.73 113.79 112.56 -77.48 106.77 195.41
803.92 318.91 121.76 119.69 -93.52 111.63 201.31
819.65 321.89 127.30 125.85 -100.60 111.95 204.81
809.51 312.72 122.32 127.63 -97.14 109.84 202.12
795.63 322.48 122.23 128.56 172.41 -107.37 223.61
768.80 303.00 129.24 125.84 -91.69 117.41 185.09
