-1459.29 -1120.86 -1392.55 -1402.41 -1221.32 -1474.40 -1591.94 -1544.62
-1297.76 -1045.76 -1261.28 -1247.04 -1172.06 -1323.25 -1270.98 -1678.80
-1551.45 -1213.77 -1491.50 -1436.05 -1288.95 -1574.50 -1505.04 -1894.88
-1538.93 -1290.15 -1596.93 -1861.93 -1347.93 -1650.07 -1487.12 -1595.16
-1516.68 -1284.72 -1593.02 -1509.29 -1346.93 -1874.43 -1455.70 -1612.07
-1542.86 -1209.23 -1484.64 -1426.60 -1284.07 -1560.77 -1502.29 -1890.43
-1543.23 -1207.60 -1485.42 -1427.32 -1283.63 -1563.01 -1498.76 -1886.83
-1554.95 -1304.62 -1609.11 -1879.77 -1359.19 -1659.78 -1502.95 -1602.25
-1740.56 -1270.93 -1568.89 -1558.89 -1340.79 -1661.42 -1611.06 -1728.59
-1444.59 -1297.01 -1541.65 -1457.03 -1289.89 -1835.59 -1477.70 -1554.59
-1452.86 -1297.70 -1545.98 -1458.37 -1296.78 -1842.26 -1485.65 -1563.59
-1559.92 -1225.82 -1494.26 -1473.22 -1287.84 -1587.36 -1521.59 -1788.24
-1474.56 -1137.43 -1377.55 -1367.68 -1220.94 -1443.46 -1633.95 -1537.83
-1504.50 -1173.31 -1441.06 -1449.31 -1273.17 -1513.88 -1675.66 -1609.13
-1557.14 -1301.88 -1606.87 -1880.27 -1361.78 -1657.74 -1505.26 -1604.19
-1552.15 -1302.51 -1606.31 -1877.56 -1356.94 -1659.17 -1499.87 -1598.85
-1549.37 -1300.48 -1601.84 -1876.42 -1353.08 -1649.94 -1495.63 -1601.68
-1556.58 -1214.06 -1478.20 -1499.86 -1297.66 -1574.32 -1682.24 -1649.90
-1532.65 -1323.94 -1727.65 -1600.05 -1374.13 -1740.50 -1475.79 -1611.90
-1338.79 -1100.53 -1301.20 -1301.90 -1188.64 -1376.01 -1333.58 -1653.97
-1546.45 -1215.28 -1495.20 -1435.38 -1289.99 -1572.91 -1502.71 -1891.10
-1546.13 -1208.94 -1482.43 -1427.21 -1285.65 -1557.45 -1503.75 -1891.54
-1549.34 -1300.47 -1601.81 -1874.58 -1351.00 -1649.92 -1495.71 -1601.70
-1338.84 -1100.55 -1301.23 -1301.85 -1192.82 -1375.98 -1333.54 -1656.21
